Daerah,Kecamatan,harga,kamar_tidur,luas_bangunan,luas_lahan
Tegalrejo, Yogyakarta,2.800.000.000,4,205 m²,217 m²
Depok, Sleman,2.500.000.000,23,500 m²,235 m²
Ngaglik, Sleman,2.499.999.999,5,200 m²,252 m²
Kalasan, Sleman,1.650.000.000,6,200 m²,306 m²
Depok, Sleman,2.320.000.000,4,145 m²,164 m²
Depok, Sleman,2.900.000.000,15,383 m²,140 m²
Maguwoharjo, Sleman,2.575.000.000,4,180 m²,200 m²
Ngemplak, Sleman,900.000.000,4,163 m²,163 m²
Maguwoharjo, Sleman,560.000.000,3,65 m²,109 m²
Seyegan, Sleman,575.000.000,3,75 m²,98 m²
Prambanan, Sleman,600.000.000,3,74 m²,95 m²
Tegalrejo, Yogyakarta,1.700.000.000,8,230 m²,250 m²
Prambanan, Sleman,450.000.000,3,78 m²,102 m²
Depok, Sleman,1.250.000.000,4,160 m²,107 m²
Ngaglik, Sleman,2.850.000.000,4,250 m²,160 m²
Pleret, Bantul,295.000.000,2,92 m²,92 m²
Depok, Sleman,2.900.000.000,15,383 m²,140 m²
Mlati, Sleman,700.000.000,4,150 m²,92 m²
Sewon, Bantul,850.000.000,3,110 m²,125 m²
Ngemplak, Sleman,468.000.000,2,40 m²,70 m²
Ngemplak, Sleman,2.600.000.000,8,278 m²,258 m²
Umbulharjo, Yogyakarta,1.670.000.000,4,125 m²,106 m²
Gamping, Sleman,600.000.000,3,70 m²,120 m²
Depok, Sleman,8.500.000.000,5,372 m²,402 m²
Danurejan, Yogyakarta,1.376.000.000,4,150 m²,204 m²
Tegalrejo, Yogyakarta,2.800.000.000,4,205 m²,217 m²
Banguntapan, Bantul,890.000.000,3,90 m²,108 m²
Jetis, Yogyakarta,950.000.000,3,70 m²,110 m²
Sleman,,1.500.000.000,3,140 m²,130 m²
Sleman,,1.700.000.000,7,480 m²,300 m²
Banguntapan, Bantul,670.000.000,2,96 m²,96 m²
Sleman,,875.000.000,3,100 m²,143 m²
Sewon, Bantul,3.750.000.000,3,330 m²,247 m²
Bantul,,907.660.000,2,50 m²,109 m²
Gamping, Sleman,1.650.000.000,2,72 m²,144 m²
Ngaglik, Sleman,875.000.000,3,150 m²,100 m²
Gamping, Sleman,1.400.000.000,4,190 m²,95 m²
Banguntapan, Bantul,3.000.000.000,5,243 m²,288 m²
Yogyakarta,,725.000.000,2,90 m²,90 m²
Godean, Sleman,720.000.000,2,50 m²,111 m²
Sleman, Sleman,4.800.000.000,7,430 m²,122 m²
Depok, Sleman,2.000.000.000,5,102 m²,150 m²
Mlati, Sleman,1.500.000.000,4,135 m²,195 m²
Sewon, Bantul,899.000.000,3,82 m²,72 m²
Sewon, Bantul,2.284.000.000,3,115 m²,107 m²
Ngaglik, Sleman,2.200.000.000,5,350 m²,260 m²
Depok, Sleman,1.125.000.000,2,60 m²,147 m²
Ngaglik, Sleman,1.750.000.000,4,150 m²,130 m²
Banguntapan, Bantul,1.400.000.000,4,175 m²,220 m²
Ngaglik, Sleman,2.500.000.000,10,400 m²,387 m²
Gamping, Sleman,2.000.000.000,3,200 m²,318 m²
Maguwoharjo, Sleman,7.000.000.000,9,700 m²,973 m²
Maguwoharjo, Sleman,1.800.000.000,3,205 m²,198 m²
Imogiri, Bantul,670.000.000,2,48 m²,96 m²
Condong Catur, Sleman,2.000.000.000,4,121 m²,130 m²
Prambanan, Sleman,1.749.000.000,4,180 m²,650 m²
Ngaglik, Sleman,3.000.000.000,4,200 m²,254 m²
Sedayu, Bantul,1.300.000.000,2,66 m²,170 m²
Godean, Sleman,1.500.000.000,4,250 m²,127 m²
Bantul,,850.000.000,3,175 m²,293 m²
Kasihan, Bantul,619.891.140,2,48 m²,116 m²
Depok, Sleman,2.500.000.000,15,277 m²,277 m²
Sleman, Sleman,5.500.000.000,4,420 m²,320 m²
Maguwoharjo, Sleman,7.000.000.000,9,700 m²,973 m²
Kasihan, Bantul,619.891.140,2,48 m²,116 m²
Depok, Sleman,1.400.000.000,5,111 m²,116 m²
Sleman,,10.500.000.000,4,800 m²,600 m²
Kalasan, Sleman,950.000.000,3,90 m²,149 m²
Sleman, Sleman,5.500.000.000,4,298 m²,174 m²
Kasihan, Bantul,1.900.000.000,3,100 m²,120 m²
Condong Catur, Sleman,2.800.000.000,12,220 m²,204 m²
Sleman, Sleman,5.500.000.000,4,420 m²,320 m²
Depok, Sleman,2.500.000.000,15,277 m²,277 m²
Prambanan, Sleman,260.000.000,2,30 m²,60 m²
Godean, Sleman,1.800.000.000,3,131 m²,135 m²
Mlati, Sleman,325.000.000,2,336 m²,51 m²
Depok, Sleman,3.800.000.000,17,300 m²,309 m²
Kasihan, Bantul,375.000.000,2,45 m²,90 m²
Purwo martani, Sleman,405.000.000,2,60 m²,72 m²
Yogyakarta,,1.468.000.000,4,134 m²,147 m²
Gamping, Sleman,1.350.000.000,10,180 m²,248 m²
Umbulharjo, Yogyakarta,3.000.000.000,7,750 m²,403 m²
Gamping, Sleman,3.495.091.000,4,215 m²,279 m²
Kasihan, Bantul,2.888.630.000,4,190 m²,296 m²
Gamping, Sleman,482.000.000,2,45 m²,108 m²
Prambanan, Sleman,285.000.000,2,30 m²,64 m²
Prambanan, Sleman,295.000.000,2,40 m²,65 m²
Godean, Sleman,700.000.000,3,60 m²,144 m²
Mlati, Sleman,7.500.000.000,12,509 m²,503 m²
Depok, Sleman,360.000.000,2,52 m²,60 m²
Ngaglik, Sleman,650.000.000,2,80 m²,127 m²
Umbulharjo, Yogyakarta,5.800.000.000,8,350 m²,650 m²
Mlati, Sleman,1.500.000.000,3,130 m²,134 m²
Gamping, Sleman,600.000.000,4,140 m²,124 m²
Gamping, Sleman,3.800.000.000,4,280 m²,273 m²
Sleman, Sleman,599.500.000,3,70 m²,102 m²
Condong Catur, Sleman,4.200.000.000,9,450 m²,275 m²
Condong Catur, Sleman,1.200.000.000,3,90 m²,131 m²
Ngaglik, Sleman,850.000.000,3,120 m²,140 m²
Ngaglik, Sleman,850.000.000,2,70 m²,126 m²
Ngemplak, Sleman,1.000.000.000,3,140 m²,340 m²
Ngaglik, Sleman,588.000.000,3,76 m²,100 m²
Depok, Sleman,2.900.000.000,6,337 m²,135 m²
Sleman, Sleman,2.600.000.000,4,80 m²,130 m²
Jetis, Yogyakarta,1.500.000.000,6,150 m²,161 m²
Kasihan, Bantul,470.000.000,3,54 m²,93 m²
Gamping, Sleman,3.000.000.000,3,212 m²,171 m²
Depok, Sleman,650.000.000,3,65 m²,99 m²
Kalasan, Sleman,500.000.000,2,50 m²,90 m²
Banguntapan, Bantul,699.000.000,3,65 m²,72 m²
Sleman,,455.000.000,2,45 m²,75 m²
Prambanan, Sleman,610.000.000,3,74 m²,102 m²
Sewon, Bantul,1.500.000.000,4,170 m²,380 m²
Depok, Sleman,2.500.000.000,8,200 m²,138 m²
Ngemplak, Sleman,450.000.000,2,45 m²,88 m²
Purwo martani, Sleman,3.500.000.000,3,361 m²,645 m²
Bantul, Bantul,350.000.000,2,72 m²,72 m²
Purwo martani, Sleman,694.050.000,2,65 m²,101 m²
Purwo martani, Sleman,675.000.000,2,50 m²,110 m²
Wirobrajan, Yogyakarta,1.500.000.000,3,350 m²,200 m²
Sleman,,8.250.000.000,40,900 m²,600 m²
Depok, Sleman,1.250.000.000,4,130 m²,111 m²
Tegalrejo, Yogyakarta,1.750.000.000,4,100 m²,176 m²
Umbulharjo, Yogyakarta,1.820.000.000,4,125 m²,120 m²
Umbulharjo, Yogyakarta,1.600.000.000,4,225 m²,145 m²
Ngaglik, Sleman,496.000.000,3,56 m²,100 m²
Ngaglik, Sleman,1.300.000.000,4,124 m²,120 m²
Bantul, Bantul,325.000.000,2,42 m²,82 m²
Depok, Sleman,1.780.000.000,4,110 m²,117 m²
Depok, Sleman,16.500.000.000,72,2677 m²,988 m²
Ngaglik, Sleman,660.000.000,2,100 m²,127 m²
Ngaglik, Sleman,2.500.000.000,7,300 m²,709 m²
Depok, Sleman,1.285.000.000,3,90 m²,120 m²
Depok, Sleman,2.700.000.000,3,145 m²,135 m²
Depok, Sleman,1.700.000.000,4,133 m²,314 m²
Ngaglik, Sleman,3.500.000.000,22,450 m²,350 m²
Purwo martani, Sleman,988.000.000,3,80 m²,119 m²
Kasihan, Bantul,773.000.000,3,70 m²,83 m²
Depok, Sleman,1.400.000.000,2,80 m²,108 m²
Kasihan, Bantul,330.000.000,2,36 m²,80 m²
Banguntapan, Bantul,1.399.000.000,3,100 m²,105 m²
Caturtunggal, Sleman,6.000.000.000,4,250 m²,349 m²
Godean, Sleman,1.800.000.000,10,360 m²,408 m²
Ngaglik, Sleman,675.000.000,3,90 m²,120 m²
Banguntapan, Bantul,2.500.000.000,3,115 m²,128 m²
Ngaglik, Sleman,2.300.000.000,4,200 m²,298 m²
Kasihan, Bantul,1.950.000.000,3,160 m²,115 m²
Kasihan, Bantul,601.323.000,2,45 m²,101 m²
Ngaglik, Sleman,975.000.000,3,90 m²,150 m²
Depok, Sleman,15.000.000.000,15,778 m²,985 m²
Banguntapan, Bantul,500.000.000,2,50 m²,105 m²
Banguntapan, Bantul,750.000.000,3,70 m²,108 m²
Gunung Kidul,,,2,36 m²,80 m²
Mlati, Sleman,1.500.000.000,3,135 m²,195 m²
Godean, Sleman,750.000.000,2,50 m²,108 m²
Ngemplak, Sleman,800.000.000,3,80 m²,135 m²
Yogyakarta,,7.500.000.000,5,200 m²,460 m²
Kasihan, Bantul,310.000.000,2,36 m²,72 m²
Prambanan, Sleman,604.000.000,2,85 m²,104 m²
Banguntapan, Bantul,2.000.000.000,6,300 m²,110 m²
Sedayu, Bantul,485.000.000,2,45 m²,77 m²
Condong Catur, Sleman,2.320.000.000,3,95 m²,136 m²
Condong Catur, Sleman,1.650.000.000,5,200 m²,128 m²
Kalasan, Sleman,5.000.000.000,5,280 m²,330 m²
Mlati, Sleman,675.000.000,2,60 m²,100 m²
Prambanan, Sleman,975.000.000,4,145 m²,436 m²
Ngemplak, Sleman,450.000.000,2,40 m²,70 m²
Sedayu, Bantul,249.000.000,2,30 m²,60 m²
Tegalrejo, Yogyakarta,2.000.000.000,3,130 m²,151 m²
Sleman, Sleman,1.415.750.000,3,120 m²,100 m²
Sleman, Sleman,2.100.000.000,4,152 m²,135 m²
Kalasan, Sleman,684.693.000,2,45 m²,92 m²
Sewon, Bantul,1.350.000.000,5,220 m²,229 m²
Sewon, Bantul,1.200.000.000,4,150 m²,120 m²
Mlati, Sleman,1.200.000.000,3,120 m²,134 m²
Ngaglik, Sleman,990.000.000,5,180 m²,119 m²
Mlati, Sleman,1.220.000.000,3,100 m²,134 m²
Umbulharjo, Yogyakarta,1.850.000.000,19,250 m²,300 m²
Ngaglik, Sleman,1.300.000.000,4,250 m²,278 m²
Godean, Sleman,658.000.000,2,65 m²,120 m²
Godean, Sleman,595.000.000,3,70 m²,101 m²
Purwo martani, Sleman,650.000.000,2,80 m²,126 m²
Ngaglik, Sleman,3.600.000.000,24,600 m²,667 m²
Sedayu, Bantul,699.000.000,2,50 m²,105 m²
Kalasan, Sleman,560.000.000,2,55 m²,92 m²
Mergangsan, Yogyakarta,1.500.000.000,4,130 m²,104 m²
Sleman, Sleman,1.415.750.000,3,120 m²,100 m²
Sleman, Sleman,2.100.000.000,4,152 m²,135 m²
Sedayu, Bantul,500.000.000,2,39 m²,100 m²
Tegalrejo, Yogyakarta,2.000.000.000,3,130 m²,151 m²
Kalasan, Sleman,684.693.000,2,45 m²,92 m²
Mlati, Sleman,675.000.000,2,60 m²,100 m²
Kasihan, Bantul,580.000.000,2,34 m²,151 m²
Prambanan, Sleman,604.000.000,2,85 m²,104 m²
Sewon, Bantul,1.350.000.000,5,220 m²,229 m²
Sewon, Bantul,1.200.000.000,4,150 m²,120 m²
Mergangsan, Yogyakarta,2.750.000.000,4,202 m²,187 m²
Ngaglik, Sleman,2.200.000.000,3,100 m²,162 m²
Purwosari, Gunung Kidul,270.000.000,2,45 m²,78 m²
Banguntapan, Bantul,2.000.000.000,6,300 m²,110 m²
Umbulharjo, Yogyakarta,1.500.000.000,3,95 m²,106 m²
Mantrijeron, Yogyakarta,1.900.000.000,3,215 m²,236 m²
Condong Catur, Sleman,798.999.000,2,80 m²,133 m²
Kalasan, Sleman,390.000.000,2,45 m²,80 m²
Umbulharjo, Yogyakarta,1.750.000.000,4,150 m²,200 m²
Yogyakarta,,950.000.000,3,120 m²,120 m²
Sedayu, Bantul,288.000.000,2,40 m²,60 m²
Kalasan, Sleman,485.000.000,2,36 m²,83 m²
Kalasan, Sleman,2.500.000.000,4,200 m²,315 m²
Umbulharjo, Yogyakarta,1.100.000.000,5,225 m²,189 m²
Yogyakarta,,1.250.000.000,2,80 m²,181 m²
Pakem, Sleman,675.000.000,3,100 m²,149 m²
Kraton, Yogyakarta,4.500.000.000,5,250 m²,350 m²
Kalasan, Sleman,390.000.000,2,45 m²,80 m²
Yogyakarta,,950.000.000,3,120 m²,120 m²
Sedayu, Bantul,288.000.000,2,40 m²,60 m²
Ngemplak, Sleman,1.950.000.000,3,120 m²,126 m²
Ngemplak, Sleman,590.000.000,2,50 m²,104 m²
Kalasan, Sleman,560.000.000,2,55 m²,92 m²
Sedayu, Bantul,500.000.000,2,39 m²,100 m²
Kasihan, Bantul,580.000.000,2,34 m²,151 m²
Umbulharjo, Yogyakarta,1.750.000.000,4,150 m²,200 m²
Ngemplak, Sleman,370.000.000,2,60 m²,61 m²
Depok, Sleman,7.550.000.000,23,2500 m²,500 m²
Kalasan, Sleman,450.000.000,2,50 m²,64 m²
Depok, Sleman,675.000.000,3,70 m²,90 m²
Kasihan, Bantul,329.000.000,2,45 m²,80 m²
Jetis, Yogyakarta,3.200.000.000,4,225 m²,221 m²
Depok, Sleman,2.300.000.000,4,125 m²,172 m²
Depok, Sleman,1.125.000.000,3,60 m²,132 m²
Depok, Sleman,1.800.000.000,4,150 m²,220 m²
Sleman, Sleman,2.500.000.000,5,200 m²,268 m²
Depok, Sleman,1.500.000.000,4,120 m²,120 m²
Yogyakarta,,21.000.000.000,4,323 m²,323 m²
Mlati, Sleman,1.850.000.000,3,95 m²,135 m²
Sewon, Bantul,1.450.000.000,4,170 m²,145 m²
Kalasan, Sleman,660.000.000,3,130 m²,145 m²
Depok, Sleman,11.000.000.000,7,735 m²,1050 m²
Depok, Sleman,3.500.000.000,7,350 m²,200 m²
Ngaglik, Sleman,2.100.000.000,3,74 m²,212 m²
Sedayu, Bantul,379.000.000,2,36 m²,3000 m²
Gamping, Sleman,1.300.000.000,3,140 m²,140 m²
Banguntapan, Bantul,1.600.000.000,3,140 m²,100 m²
Sleman, Sleman,1.800.000.000,5,210 m²,121 m²
Sleman, Sleman,1.350.000.000,4,150 m²,110 m²
Sleman, Sleman,1.550.000.000,3,120 m²,165 m²
Sleman, Sleman,570.000.000,2,45 m²,100 m²
Sleman,,5.000.000.000,6,300 m²,608 m²
Depok, Sleman,5.000.000.000,4,250 m²,503 m²
Purwo martani, Sleman,530.000.000,2,54 m²,93 m²
Prambanan, Sleman,312.000.000,2,30 m²,64 m²
Sleman, Sleman,3.700.000.000,5,140 m²,300 m²
Sleman, Sleman,582.000.000,2,50 m²,119 m²
Caturtunggal, Sleman,360.000.000,2,65 m²,60 m²
Kasihan, Bantul,470.000.000,2,45 m²,92 m²
Mlati, Sleman,1.600.000.000,3,100 m²,145 m²
Kasihan, Bantul,650.000.000,2,50 m²,106 m²
Mlati, Sleman,1.950.000.000,4,150 m²,154 m²
Seyegan, Sleman,492.393.750,2,45 m²,90 m²
Sleman,,1.700.000.000,4,175 m²,119 m²
Kasihan, Bantul,875.000.000,2,58 m²,111 m²
Ngemplak, Sleman,1.600.000.000,3,175 m²,106 m²
Kasihan, Bantul,3.500.000.000,6,300 m²,173 m²
Kasihan, Bantul,850.000.000,4,110 m²,80 m²
Ngaglik, Sleman,1.350.000.000,3,70 m²,132 m²
Kasihan, Bantul,309.000.000,2,40 m²,86 m²
Sewon, Bantul,425.000.000,2,85 m²,90 m²
Sedayu, Bantul,330.000.000,2,36 m²,125 m²
Kasihan, Bantul,349.000.000,2,37 m²,73 m²
Sewon, Bantul,625.000.000,2,60 m²,106 m²
Ngaglik, Sleman,1.200.000.000,4,120 m²,125 m²
Depok, Sleman,2.250.000.000,4,204 m²,138 m²
Mlati, Sleman,790.000.000,3,68 m²,131 m²
Wirobrajan, Yogyakarta,3.250.000.000,5,200 m²,615 m²
Mlati, Sleman,7.700.000.000,6,570 m²,410 m²
Mlati, Sleman,4.400.000.000,5,253 m²,251 m²
Sewon, Bantul,835.000.000,2,85 m²,155 m²
Kraton, Yogyakarta,4.500.000.000,5,250 m²,350 m²
Banguntapan, Bantul,550.000.000,2,45 m²,80 m²
Sewon, Bantul,275.000.000,2,48 m²,60 m²
Prambanan, Sleman,250.000.000,2,36 m²,60 m²
Sedayu, Bantul,412.000.000,2,40 m²,85 m²
Sleman, Sleman,1.922.000.000,4,124 m²,121 m²
Depok, Sleman,7.500.000.000,24,562 m²,502 m²
Kasihan, Bantul,470.000.000,2,45 m²,92 m²
Sleman, Sleman,582.000.000,2,50 m²,119 m²
Caturtunggal, Sleman,360.000.000,2,65 m²,60 m²
Mlati, Sleman,1.600.000.000,3,100 m²,145 m²
Kasihan, Bantul,650.000.000,2,50 m²,106 m²
Sleman, Sleman,675.000.000,2,50 m²,150 m²
Sewon, Bantul,2.200.000.000,2,150 m²,742 m²
Umbulharjo, Yogyakarta,1.100.000.000,5,225 m²,189 m²
Ngemplak, Sleman,1.750.000.000,5,165 m²,285 m²
Gamping, Sleman,1.885.000.000,10,133 m²,117 m²
Maguwoharjo, Sleman,4.921.222.222,4,255 m²,200 m²
Maguwoharjo, Sleman,1.750.000.000,3,135 m²,126 m²
Mlati, Sleman,790.000.000,3,68 m²,131 m²
Depok, Sleman,2.250.000.000,4,204 m²,138 m²
Sewon, Bantul,425.000.000,2,85 m²,90 m²
Kasihan, Bantul,309.000.000,2,40 m²,86 m²
Kasihan, Bantul,349.000.000,2,37 m²,73 m²
Sedayu, Bantul,330.000.000,2,36 m²,125 m²
Sleman,,1.700.000.000,4,175 m²,119 m²
Wirobrajan, Yogyakarta,1.500.000.000,4,150 m²,113 m²
Gamping, Sleman,1.400.000.000,2,88 m²,135 m²
Sleman,,5.000.000.000,5,350 m²,430 m²
Banguntapan, Bantul,2.500.000.000,3,115 m²,128 m²
Gamping, Sleman,580.000.000,2,50 m²,80 m²
Kalasan, Sleman,600.000.000,3,70 m²,109 m²
Kasihan, Bantul,2.600.000.000,4,190 m²,290 m²
Yogyakarta,,2.950.000.000,8,292 m²,261 m²
Depok, Sleman,5.800.000.000,6,376 m²,374 m²
Yogyakarta,,690.000.000,3,74 m²,102 m²
Kalasan, Sleman,550.000.000,3,80 m²,129 m²
Tempel, Sleman,1.250.000.000,3,130 m²,285 m²
Depok, Sleman,1.600.000.000,4,130 m²,106 m²
Purwo martani, Sleman,735.000.000,3,80 m²,150 m²
Depok, Sleman,900.000.000,2,70 m²,133 m²
Mlati, Sleman,2.050.000.000,4,170 m²,220 m²
Sleman, Sleman,1.496.000.000,3,90 m²,108 m²
Godean, Sleman,625.000.000,3,66 m²,111 m²
Sleman,,2.500.000.000,11,356 m²,172 m²
Kasihan, Bantul,370.000.000,3,52 m²,98 m²
Sewon, Bantul,279.000.000,2,45 m²,66 m²
Sedayu, Bantul,385.000.000,2,36 m²,74 m²
Prambanan, Sleman,985.000.000,4,145 m²,436 m²
Kalasan, Sleman,375.000.000,2,40 m²,90 m²
Wirobrajan, Yogyakarta,2.699.999.999,5,300 m²,144 m²
Prambanan, Sleman,282.004.300,2,36 m²,75 m²
Prambanan, Sleman,273.000.000,2,37 m²,73 m²
Maguwoharjo, Sleman,2.300.000.000,16,330 m²,180 m²
Ngaglik, Sleman,4.300.000.000,5,250 m²,202 m²
Gamping, Sleman,2.680.000.000,5,254 m²,210 m²
